4	[Verfasserin Gedicht] [nicht dokumentiert]
4	[Urheber] [nicht dokumentiert]
4	[Unterschrift] [nicht dokumentiert]
4	[Trauer] [nicht dokumentiert]
4	[Text] [nicht dokumentiert]
4	[Sonstige] [nicht dokumentiert]
4	[Schreiber [nicht dokumentiert]
4	[Rezensent]  [nicht dokumentiert]
4	[Redakteur] [nicht dokumentiert]
4	[Portrait Gemälde] [nicht dokumentiert]
4	[Musiker]  [nicht dokumentiert]
4	[Moderator Radiosendung] [nicht dokumentiert]
4	[Lektorin]  [nicht dokumentiert]
4	[Künstler Wandbild] [nicht dokumentiert]
4	[Interviewter] [nicht dokumentiert]
4	[Grussverfasser]  [nicht dokumentiert]
4	[Grussempfängerin]  [nicht dokumentiert]
4	[Gedenkstein] [nicht dokumentiert]
4	[Dramaturg]  [nicht dokumentiert]
4	[Begleitschreiben] [nicht dokumentiert]
4	[Bearbeiter Theaterstück] [nicht dokumentiert]
4	[Absender] [nicht dokumentiert]
4	Zeichnerin
4	O. [Verfasser] [nicht dokumentiert]
4	Marcin (Prof. zw. dr. hab. inz.) [Verfasser] [nicht dokumentiert]
4	Lithograph
4	L. (Dr., Reg.-Medizinalrat, San.-Rat) [Verfasser] [nicht dokumentiert]
4	Kopist
4	J�rgen [Verfasser] [nicht dokumentiert]
4	J. C. [Schreiber] [nicht dokumentiert]
4	Iwao [Verfasser] [nicht dokumentiert]
4	IntervieweR
4	IllustratorIn (Publikation)
4	H.F. von [Verfasser] [nicht dokumentiert]
4	Genannte person
4	F. [Verfasser] [nicht dokumentiert]
4	F. (Oberb�rgermeister, Weimar nach 1945) [Verfasse [nicht dokumentiert]
4	E... [Schreiber] [nicht dokumentiert]
4	C. F. [Schreiber] [nicht dokumentiert]
4	C. E. [Schreiber] [nicht dokumentiert]
4	Bearb.
4	Andrzej [Verfasser] [nicht dokumentiert]
4	Absenderin
4	... [mutmasslich Verfasser] [nicht dokumentiert]
4	... (aus Leipzig) [Schreiber] [nicht dokumentiert]
4	... (Legationsrat) [Verfasser] [nicht dokumentiert]
4	... (Kaufmann) [Schreiber] [nicht dokumentiert]
4	... (Dr.; Berlin) [Verfasser] [nicht dokumentiert]
4	 vf [nicht dokumentiert]
3	wi [nicht dokumentiert]
3	vf
3	sr [Schreiber/in] [nicht dokumentiert]
3	portrait
3	p [nicht dokumentiert]
3	o  [Bearbeiter/in] [nicht dokumentiert]
3	kpp [nicht dokumentiert]
3	genante Person
3	genannte person
3	genannte Preson
3	genannte Persoon
3	genannte Pereson
3	geannnte Person
3	[mutmasslich Widmungsempfänger?] [nicht dokumentiert]
3	[mutmasslich Maler] [nicht dokumentiert]
3	[mutmasslich Korresp.] [nicht dokumentiert]
3	[mutmasslich ?Bezugsperson] [nicht dokumentiert]
3	[beteiligte Person] [nicht dokumentiert]
3	[Wohnhaus]  [nicht dokumentiert]
3	[Vorlageautor]  [nicht dokumentiert]
3	[Vertragspartner]  [nicht dokumentiert]
3	[Verfasserr] [nicht dokumentiert]
3	[Verfasser/Empf�nger] [nicht dokumentiert]
3	[Unterzeichnerin]  [nicht dokumentiert]
3	[Schreiberin Gedicht] [nicht dokumentiert]
3	[Schreiber] [nicht dokumentiert]
3	[Schiffsname]  [nicht dokumentiert]
3	[Schiffsname Foto] [nicht dokumentiert]
3	[Randbemerkungen] [nicht dokumentiert]
3	[Prozeßgegner] [nicht dokumentiert]
3	[Praes., Protokollf�hrer] [nicht dokumentiert]
3	[Pantomime]  [nicht dokumentiert]
3	[Notizzettel]  [nicht dokumentiert]
3	[Nachricht]  [nicht dokumentiert]
3	[Mutmaßlich Genannt] [nicht dokumentiert]
3	[Liedtexter] [nicht dokumentiert]
3	[Künstler [nicht dokumentiert]
3	[Kommandierender General] [nicht dokumentiert]
3	[Illustrator]  [nicht dokumentiert]
3	[Haus] [nicht dokumentiert]
3	[Gespr�chsteilnehmer] [nicht dokumentiert]
3	[Exlibris]  [nicht dokumentiert]
3	[Einleitung] [nicht dokumentiert]
3	[Einleitung]  [nicht dokumentiert]
3	[Disputant] [nicht dokumentiert]
3	[Briefmarke] [nicht dokumentiert]
3	[Briefabschrift]  [nicht dokumentiert]
3	[Beschriftung Umschlag] [nicht dokumentiert]
3	[Bemerkungen]  [nicht dokumentiert]
3	[Anmerkung]  [nicht dokumentiert]
3	[Adressatin [nicht dokumentiert]
3	Yoshio [Verfasser] [nicht dokumentiert]
3	WidmendeR1
3	W... [Schreiber] [nicht dokumentiert]
3	W. [Verfasser] [nicht dokumentiert]
3	Violinist
3	Verfassr
3	Vefasserin
3	Silhouettenstecher
3	RegieassistentIn
3	Prüfer
3	Pianistin
3	P. [Schreiber] [nicht dokumentiert]
3	M. (Lehrerin) [Schreiber] [nicht dokumentiert]
3	Lyrik
3	L. [nicht dokumentiert]
3	Künstler Büste
3	KP [nicht dokumentiert]
3	K. [Adressat] [nicht dokumentiert]
3	J. [Director of Antiquities] [Verfasser] [nicht dokumentiert]
3	J. G. [K�nstler] [nicht dokumentiert]
3	J. F. [Schreiber] [nicht dokumentiert]
3	J. D. [Schreiber] [nicht dokumentiert]
3	J. A. [Schreiber] [nicht dokumentiert]
3	Herausgeberin
3	H... [Schreiber] [nicht dokumentiert]
3	H.-J. [nicht dokumentiert]
3	H. [nicht dokumentiert]
3	Graf de [Verfasser] [nicht dokumentiert]
3	GenanntePerson
3	Genannte Perosn
3	Genanne Person
3	G... [Adressat] [nicht dokumentiert]
3	G. [Photograph] [nicht dokumentiert]
3	F. [nicht dokumentiert]
3	E [nicht dokumentiert]
3	Dieter [Verfasser] [nicht dokumentiert]
3	D. [Schreiber] [nicht dokumentiert]
3	Ce? [Verfasser] [nicht dokumentiert]
3	C. von [Schreiber] [nicht dokumentiert]
3	C. S. [Schreiber] [nicht dokumentiert]
3	C. G. [Schreiber] [nicht dokumentiert]
3	BindendeR KünstlerIn
3	BildhauerIn
3	BildendeR KünsterIn
3	Betroffene Person
3	Beteiligte Person
3	BestandbildnerIn
3	Beschriftung
3	B. (Prof. Dr.) [Verfasser] [nicht dokumentiert]
3	Anmerkungen
3	AdresssatIn
3	A[...] [Adressat] [nicht dokumentiert]
