wert	haeufigkeit
Erman, Käthe	62
Seifert, Moritz	62
Döring, Paul	62
Unbekannt (CS, Künstler)	62
Heimendahl, Eckart	62
Journaux, André	62
Mazenot, Georges	62
Ochietti, Serge	62
Berghaus, Heinz	62
Lewin, Aleksander	62
Unbekannt (NL Kinkel, Schreiber 2)	62
Alzman, Walter	62
Edward, Julie (-1926)	62
Kreuzpointner, Paul	62
Akyürek, Mustafa	62
Kegel, Gerhart	62
Meissel, Johann Christian (1733-1758)	62
Haenige, Johanna Dorothea	62
Penningh, Hendrick Jan	62
Lodberg, Jacob	62
Herrmann	61
Hirsch	61
Michaelis, Heinz	61
Borchert, Erich (1900-1980)	61
Crusius, Johannes	61
Schubert, H. F. W.	61
Mühlner, Manfred (1932-)	61
Seeger, Gisela	61
Sierra, Markia	61
Königsmann, Eberhard (1930-1980)	61
Everth, Lutz	61
Schneider, Horst E.	61
Heusch, Johann Wilhelm von	61
Hohenlohe-Langenburg, Albrecht Wolfgang von	61
Eynern, Wilhelm von (1806-1880)	61
Taschner, Helene	61
Glitz, Eberhard	61
Kössler, Anna	61
Hierl, Paul	61
Richter, Johann Andreas	61
Sattinaden (1746-1796)	61
Weiler, ...	60
Weiss	60
Kahn, Siegbert (1909-1976)	60
Strack	60
Schlauch, Georg	60
Bernhardi, Christ. Gottlob	60
Fischer, Hermann	60
Kudzuck, Emilie	60
Naumann, Karl	60
Becker, Woldemar	60
Nowomiejski, Karol	60
Unbekannt (NGS, Journalist)	60
Moos, Andreas	60
Piaste (-1831)	60
Lietzau, Edith	60
Bohm	60
Giorgi, Alfonso	60
Pomerol, Charles	60
Englert, Karoline	60
Wagner, Johann Michael	60
Cämmerer, Wilhelm	60
Lee, Daiwon	60
Felder, Hermann	59
Martin	59
Ress, Emy	59
Hermann, ...	59
Kaufmann	59
Sievers, O. F.	59
Matthias	59
Moeller, ...	59
Naumann, Heinrich	59
Frommhold, Christine	59
Thoma, Joseph	59
Gessler, Alfred	59
Kaemmerer, Christiane Sophie von	59
Schmidt, Benno (1879-)	59
Schneider, Carl Friedrich	59
Adam, Horst	59
Hart, Horace	59
Prauß, Gabriele	59
Felheim, Fritz	59
Crommelin, R. D.	59
Corte, Arturo E.	59
Dejaiffe, René	59
Vardabasso, Silvio	59
Lorenz (Familie)	59
Paulucci, Mario Alessandro	59
Thun-Salm-Reifferscheidt, Christiane	59
Witt, Josef	59
Peel, Anne Marie	59
Hansmann, Peter (1923-1949)	59
Doden, Jürgen	59
Mahling, Seyr	59
Wacker, Franz	58
Schmidt, Richard	58
Fischer, ...	58
Krause, Amalia Concordia	58
Gebhardt, Hermann (1872-)	58
Richter, ...	58
Dufour-Féronce	58
Pflug, Rich.	58
Eisfeld, F... W...	58
Metzsch, Carl von	58
Schulze-Herzog, Winfried	58
Zaks, Offer	58
Wolf von Sponheim, Conrad Carsilius	58
Luckhardt, Minna [vermutlich]	58
Berthois, Léo	58
Chrétien, Roger	58
Dons, Johannes	58
Scheuren, Grete	58
Ernst, Karl (1912-1945)	58
Weißgerber, Heinrich	58
Dambitsch, Wil	58
Alfred (Herzog von Edinburg)	58
Schrenck, Kay von (1920-1941)	58
Gilch, Wolf-Dieter (1933-)	58
Pressland, A. J.	58
Paschen, Joh. Chr.	58
Francke, Heinrich Friedrich	58
Schleydorn, Heinrich	58
Mayer, Johann Siegfried Wilhelm	58
Moosbrugger, Anna Katharina	57
Moosbrugger, Maria Anna	57
Jäger, ...	57
Meister	57
Schütz	57
Lazarus, Sarah	57
Schubert, (Familie, Dresden)	57
Kurtzrock, Theobald Joseph von	57
Gebhardt, Adam Gottlieb	57
Schulz, Gisela	57
Klien, Karoline	57
Dieckhoff	57
Schmidt, A.F.	57
Rudloff, Johann Heinrich	57
Bleichröder, Julius (1828-1907)	57
Gadamer-Lekebusch, Käte (1921-)	57
Pohl, Carl Ferdinand (1860-1945)	57
Strack, Georg Christian Ludwig (1713-)	57
Jaeger, Paul	57
Ohse, Brigitte (Tochter)	57
Helmbrecht, I. F. M.	57
Stury, Richard	57
Schmidt, August Magnus	57
Borgese, Nica (1944-)	57
Strohm, Gerhard Joachim	57
Wermuth	57
Otto	56
Müller, H.	56
Wiedemann, ...	56
Beyer	56
Bertram	56
Frey, A.	56
Koch, Karl	56
Fischer, A.	56
Hess, Erdmuthe (1755-1808)	56
Lepke	56
Obreskoff, Natalia	56
Müller, Richard	56
Höfer, Alexander	56
Brockhaus, Friedrich Arnold	56
Knese, Helga	56
Bartsch, L.	56
Blaufuss, Friedrich Bernhard (1697-1756)	56
Hollis, Isaac	56
Gollner, Christian Friedrich	56
unbekannt (Journalist)	56
Brückner, Werner	56
Mertz, Ellen Louise	56
Hildebrand, Jakob	56
Boenzi, Neal	56
Carrol, Maurice	56
Over, Heinrich	56
Weiß, Julianne (1934-)	56
Faber, Franz	56
Albrecht, Johann-Alexander	56
Ebermayer, Martina	56
Uerz, Jochen	56
Weinmayer, Konrad	56
Jülicher, Friedrich Adolph	56
Herold, Johann Karl	56
Davidis, Johann Wilhelm	56
Werndly, George Henrik	56
Lieber, Gisbert (1759-1843)	55
Walcha, Annemarie	55
Ködel, Hugo (1921-1977)	55
Misiolek, Edmund (-1987)	55
Mühlner, Anke-Maria	55
Jänig, Karl (1835-1914)	55
Franz, Richard	55
Heinrichshofen, W.	55
Ruellan, Francis	55
Bütler, Heinrich	55
Wytsman, Philogène (1866-1925)	55
Unger, Nina	55
Pampus, Amalie	55
Over, Johann	55
Feist-Belmont, Alfred	55
Edelmann, Andrea	55
Lazare, Christopher	55
Marchand, Pounette	55
Goetjes, Elsa Maja	55
Falsen, E.	55
Burkhart, Johann Rudolf	55
Rose, Walter	54
Johnson	54
Lutz, Simone	54
Roth, ...	54
Steinmeyer, ...	54
Schenk, ...	54
Friedländer	54
Meier	54
Ende, Antoinette von (1793-1860)	54
Neuberg, Anna	54
Mücke, Carl Friedrich Gotthold	54
Petzsch, Ursula	54
Schönburg-Waldenburg, Lucie von (1859-1903)	54
Kutter, Gerhard	54
Sophie Hedwig (Dänemark, Prinzessin) (1677-1735)	54
Verschiedene (Untersuchte)	54
Annegg, Hans	54
Brüsewitz, Helmut	54
Michaud, Jean	54
Baitinger, Holger	54
Pfeiffer, Anni	54
Becker, Wilhelm David	54
Moeller, Ruth	54
Schrader, ...	53
Müller, Otto	53
Müller, A.	53
Hübner	53
Müller, Karl	53
Förster	53
Göritz, Otto (1832-1921)	53
Rethwisch, Conrad (1845-1921)	53
Meyer, Hans	53
Becker	53
Gaudeck, Charlotte	53
Kröber, Günter	53
Hörnig, Joannes (1921-2001)	53
Flohr, Hannelore	53
Laube, Carl Alois	53
Schildbach, Carl Heinrich [vermutlich]	53
Fritzsch, Albin	53
Schmidt, Johann Georg	53
Stage, Carl Friedrich	53
Linsert, A.	53
Starckloff, Heinrich Wilhelm	53
Fritzsche, Hanns	53
Zilli, Ersilia	53
Söhlenthal, Georg Wilhelm von (1698-1768)	53
Hassius, Johann Sigismund	53
Wippert, Johann Wilhelm	53
Guillien, Yves	53
Péwé, Troy Lewis	53
Gruhn, Gisela	53
Kruse, G. R.	53
Lobl, Elisabeth	53
Smyth, Nina	53
Hoerschelmann, Alexandrine von	53
Petschner, Raimund (1948-)	53
Wahl, Franz Xaver (1891-1972)	53
Jordann, Christian Ludwig	53
Ahrendts, Karl Friedrich	53
Heinrich (Reuß-Köstritz, Fürst, XXIII.) (1722-1787)	53
Leo, Friedrich	53
Jahn	52
Richter, Max	52
Stein	52
Hirschfeld	52
Müller, Hans	52
Müller, Wilhelm	52
Schmitt	52
Baudis, Dieter (1928-)	52
Baum, Werner	52
Dessauer, Franz	52
Mraczek, Emmy Franziska (1888-1972)	52
Kästner-Kubsch, Lore	52
Lohse, Karl	52
Fabricius, Ferdinand	52
Heidenreich, Stephan	52
Siben, Anna Maria	52
Melchior	52
Cleeves, Joseph August	52
Nicolai, Carl Ernst Daniel (1785-1857)	52
Lortzing, Charlotte (0183-1900)	52
Meyer Wolf Popert	52
Pampus, Wilhelm (Vater)	52
Höpfner, Anna Maria	52
Brentano, Valeska	52
Kadach, Rolf	52
Schubert, Gudrun	52
Gebauer, Johann Matthäus	52
Schmid, Johann Michael	52
Horn, Georg Friedrich von (-1775)	52
Meyer, ...	51
Müller, Johannes	51
Borries, C.	51
Reuter	51
Curtius, Ernst	51
Lier, Reinhard	51
Romberg, Charlotte (1921-)	51
Seyler, Cecile	51
Strähnz, Werner (1919-)	51
Strauss, Margarete	51
Freese, Hans-Joachim	51
Hoffmann, ...	51
Klotzsch, Carl	51
Oschatz, Karl (1889-1915)	51
Schöne, Johann Wilhelm (-1847)	51
Frankl, Pepi	51
Mau, Emma	51
Segovia Wagner, Ilse Karina	51
Schalk, Franz	51
Krämer, Sigrid (1933-)	51
Noth, Johann Daniel	51
Kraus, Gretl [Grete]	51
Roehlecke, Gertrud	51
Mainguet, Monique M.	51
Rosendahl, Halvor	51
Kückenhöner, Franz	51
Wendel, Anna [ermittelt]	51
Raack, Joachim	51
Dirvana, Nesterin	51
Gebauer, Carl Friedrich	51
Ahl, Rudolph August Wilhelm	51
Gutsch, Christian Friedrich	51
Kanter, August	51
Gutschmid, Christoph Friedrich (1683-1758)	51
Cämmerer, Dorothea Sophie (1787-1874)	51
Meissner, Carl August (1791-1851)	51
Schneider, Heinrich	50
Müller, Wolfgang	50
Müller, Kurt	50
Markov, Irene (1927-)	50
Schultz	50
Wimmer, Gabriele	50
Hartmann, ...	50
Neuberg, Grete	50
Schneider, Johann August	50
Reinemer, Conrad	50
Junker,	50
Hoffahrt, Louis	50
Müller, Hans Peter	50
Loewe,	50
Döring, Bruno	50
Rauch, Friedrich-Wilhelm von	50
Dämmig, Martin	50
Laustroer, Ulrich	50
Münchhausen, Anna Louise von	50
Zarmanian, Marie Louise	50
Dennis, John Gordon (1920-1989)	50
Chevallier, J. M.	50
Galopin, Raymond	50
Janssen, Elisabeth	50
Thyssen, Wilhelm	50
Wendt, M. U. E.	50
Forchhammer, August	50
Sauter, Hans (1871-1943)	50
Boie, Bernhard	50
Epple, Kuno	50
Graf, Adelheid	50
Paul, Ludwig	50
Cooley, Edwin G.	50
Faber, Leberecht Gotthold	50
Stolle, Wilhelm Carl	50
Linck, Christian Friedrich	50
Syberg zu Aprath, Freiherr von	50
Kaiser, ...	49
Grimm	49
Kapral, Theodor	49
Weiß	49
Guthknecht, Gustav (1843-)	49
Lincke, ...	49
Schramm, ...	49
Thomas	49
Farkas, Aladar	49
Richter, J.	49
Otto, Erika	49
Weiße	49
Unbekannte	49
Meyer, Paul	49
Findeisen, Wanda	49
Binzer, Friedrich von (1827-1875)	49
Friebel, Bertha	49
Goldammer, Gust. [vermutlich]	49
Fleck, Isabella	49
Welck, Robert von (1798-)	49
Bökel, Arnold	49
Kyung, Youn Duck	49
Viehoff, Rita	49
Orlando, Joe	49
Subramaniam, Jaya	49
Stemmermann, Paul Hans (1909-1977)	49
Wiener, Leopoldine	49
Philippi, Mathilde	49
Célérier, Thérèse	49
Hanson, M. H. (1864-1932)	49
Runge, Albert	49
Gilbert	49
Hoyningen-Huene, Gudrun (1905-1956)	49
Zimmermann, Harry	49
Hamburg, Lazarus	49
Choubert, Georges	49
Rudel, Aimé	49
Arkell, William Joscelyn	49
Weber, Sibylle	49
Hagecius ab Hageck, Thaddäus	49
Grutzner, Charles	49
Vennewitz, Wilhelm	49
Ueberfeldt	49
Kirchhofer, Anton	49
Wilbrand	49
Lubitz, Oskar (1901-)	49
Roller, G, J.	49
Bernhard, Annemarie	49
Quidde, Georg	49
Mitlacher, Siegfried	49
Özbek, Nilüfer	49
Zimmermann, Daniel Sigismund	49
Bennemann, D. G.	49
Köhler, Henrich	49
Henning, Hartmann (1715-)	49
Gretcovius, Daniel	49
Tiepolt, Johann Siegismund	49
Sarfogee (1777-1832)	49
Lürmann, Otto	49
Wagner, Max	48
Lindner	48
Müller, J.	48
Herzog	48
Mendel, Sidney	48
Hahn, Hans	48
Müller, Johann	48
Prell, M...	48
Müller, Heinrich	48
Bernhardt, Karl Fritz	48
Blondel, ... [vermutlich]	48
Tieroff, Charlotte	48
Gerhold	48
Kästner, ...	48
Albert, Peter	48
Schnorr von Carolsfeld, Hansheinrich (1936-)	48
Zimmermann, Adolph Gottlob (1799-1859)	48
Schlee, Thomas Daniel	48
Berger, Fritz	48
Zermeño, Miguel-Angel	48
Riefstahl, Christiane	48
Landy, Leigh (1951-)	48
Krause, Paul	48
Rau, Otto	48
Müller, Anton [vermutlich]	48
Engelmann, Theodor Wilhelm [ermittelt]	48
Meyer-Rosorius, Klaus (-1978)	48
Bösmüller, Josef Christian	48
Dauvillier, Alexandre	48
Stahl, Pierre	48
Lutz, Adolphe	48
Hildesheim, Hans von	48
Winshemius, Sebastian (Theodoricus, Sebastian)	48
Millones, Peter	48
Neumann, Astrid	48
Trappen, Alfradis von der (1890-1945)	48
Spaun-Diefenbach, Stella von (1882-1971)	48
Kienle, Marie	48
Biel, Lis	48
Gräwe, Karl Dietrich (1937-)	48
Kühnert, Helene	48
Schumann, Fr...	48
Tapke, Alwin	48
Kußler, Johann Friedrich	48
Hartmann, Ulrich (1725-)	48
Schönberg, C. Jul. von	48
Bürger	47
Brandt	47
Ziegler, ...	47
Lux, Heinrich	47
Gildemeister, H.	47
Stockhausen, ...	47
..., Anna	47
Stephani, Lisa	47
Kirchner, J.	47
Richter, Irmgard	47
Loeffler, Frank	47
Becher, Edmund	47
Gabler, Christian Ernst	47
Loeben, Agnes von	47
Mette, Hilde	47
Harksen, Sibylle	47
Fischer, Otto	47
Mogk, Margarete	47
Woermann, Ada	47
Landwehr, Heinrich	47
Laurentii, Christian Gotthold (-1757)	47
Frenzel, W.	47
Hirsch, Richard	47
Wulf, Margot Bärbel	47
Horsfall, T. C.	47
Katholnigg, Heinrich	47
Bournérias, Marcel	47
Dangeard, Louis	47
Fairbridge, Rhodes Whitmere	47
Milon, Yves	47
Preiß, Günter	47
Grähling, Inge	47
Wangerin, Doreen	47
Ury, Ninette	47
Prähuber, Marie	47
Köhler, Therese (1900-)	47
Maylan, Karen	47
Bächler, Gudrun	47
Hofmann, Eva	47
Kesten, Sally	47
Schibler, Oscar	47
Termignone, Romeo	47
Schobinger und Zollicofer	47
Hamerich, Ehrenfried Matthaeus	47
Gaskin, George (1751-1843)	47
Kisselbach, J. A.	47
Sorge, Johann Friedrich	47
Kielberg, Martina	47
Felder, Kaspar	46
Witte, ...	46
Bergmann	46
Hilpert, Heinz	46
Schultze	46
Ernst, Charlotte	46
Baum	46
Zander, Otto	46
Gentzsch, Rudolf	46
Ettling	46
Nicolai, Hermann	46
Brandenburg, Eleonore Elisabeth (-1839)	46
Baumgärtel, Bernhard	46
Zimmermann, Amalie Luise (1806-1888)	46
Olbricht, Peter	46
Heller, Monika	46
Kolben, Amir	46
Siegel, Becky	46
Jacobson, Johanna (1856-1889)	46
Semler, Auguste	46
Wagner, Benno (1873-)	46
Magnus, Anneliese	46
Lent, Dora (1897-)	46
Lamberti, Giovanni Antonio	46
Asensio Amor, Isidoro	46
Harms, Alfred	46
Grote, Otto XV. von	46
Heim, Kurt	46
Marcuse, Gitl	46
Lang, Amei	46
Kiesel, Franz Joseph	46
Allen, Claud	46
Auteneder, Julia	46
Grimm, Jutta [ermittelt]	46
Backert, Rudolf	46
Gutman, Karen	46
Zehetbauer, Dionys (1846-1920)	46
Duruman, Safinaz	46
Wetzstein, Johann Paul	46
Fließ, Brigitte (1935-)	46
Haerdter, Michael	45
Bechtold, Marianne	45
Winter	45
Engelhardt, ...	45
Hahn, Karl	45
Schmidt, Th.	45
Eichstädt	45
Auerbach, Berthold	45
Fischer, Gisela (1926-)	45
Werner, Elisabeth	45
Günther, ...	45
Dietz, ...	45
Radandt, Hans	45
Tesche, Bernhard	45
Hoffmann, Hildegard (1918-)	45
Eichler, Peter	45
Haslang von	45
Haßmann, Toska	45
Minckwitz, Walter von	45
Lindner, Max	45
Benz, Karl	45
Brockhaus, Friedrich Arnold [vermutlich]	45
Müller, Georg von	45
Lange, Karl-Heinz	45
Wacker, Ida	45
Rivière, André	45
Fournier, Theodor	45
Israel, Hermann	45
Vogt, Thea	45
Simonsen, Ove	45
Flocken, Heinrich	45
Meiendorf, Andreas von	45
Fischer, Carl Gottlob Friedrich	45
Stephanus, Martin	45
Stein, Helena von (1787-1818)	45
Gröben, Georg von der	45
Helmsdörfer, Mathilde	45
Völger, Werner (1908-)	45
Betke (-1915)	45
Penzoldt, Ulla	45
Modlmayr, Margaretha	45
Ludwig (Bayern, Herzog)	45
Holzer, Armin	45
Brück, Barbara von	45
Beer, Georg Emanuel	45
Grüning, Johann Gerhard	45
Wegener, Georg Friedrich	45
Loeber, Johann Georg Friedrich	45
Hirte, Johann Gottlieb (1717-1776)	45
Heuslin, Johann Ludwig (1688-)	45
Raack, Johann Gottfried	45
Klein, Christian Daniel (1768-)	45
Kollmar, Eva	45
Kaergel, Trude	44
Horn	44
Cramer	44
Ackermann	44
Fiedler, ...	44
Barth	44
Wolloch, Leon	44
Zimmermann, Karl	44
Drescher, Elise	44
Stüdemann, Gustav	44
Vrba, K.	44
Hempel, Gottlob	44
Kelle, Johannes von	44
Niedner, Ludwig	44
Müller, Emanuel	44
Cox, Edith	44
Wigers, Jakob Bruno	44
Adler, Dietrich Gottlieb (1698-)	44
Uchtenhagen, Caroline	44
Beerbohm, Florence	44
Hoffmann, Wilhelm	44
Bareiss, Juliane	44
Ullman, B.	44
Hanft, Walter (1903-)	44
Geissler, J. B.	44
Roders, Erwin	44
Maubeuge, Pierre Louis (1923-1999)	44
Kuhn-Schnyder, Emil	44
Bertouille, H.	44
Boitel, François	44
LaRoque, Aurèle	44
Quang, Bui-Duy (1935-)	44
Kossinna, Richard	44
Landgraf, Felix	44
Cotta, Johann Georg	44
Bergmann, Carl Emil	44
Barckmann, Inge	44
Aigner, Viktor von	44
Nauheimer, Anne Marie	44
Ruder, Walter	44
Mohr, Luise (1875-1959)	44
Jensen, Greta	44
Eckebrecht, Franz Joseph	44
Geippel, George Nicolaus	44
Flick, Johann Jacob	44
Hermsdorf, Johann	44
Seidler, Hieronymus Wilhelm Christian	44
Schrader, Maria Elisabeth	44
Beyer, Georg Gottlieb (1737-1808)	44
Huber	43
Freund, ...	43
Madel, Richard	43
Stephan	43
Franz	43
Bauer, Heinrich	43
Fischer, Karl	43
Böhmer	43
Ficinus, Ferdinand Traugott	43
Bolz, Tamara	43
Falk, Waltraud (1930-)	43
Keil	43
Bierbaum, Henriette	43
Krause, Ernestine	43
Henkel, ...	43
Schumann, Georg	43
Gerlach, Hanna	43
Schönberg, ...	43
Conzelmann, Käte [vermutlich]	43
Kahl, Rudolf	43
Höpfner, Johanna	43
Kraszna, Hermann	43
Naumann, Emanuel Gottlieb	43
Sichter, Hermann	43
Hein, Robert	43
null	43
Philipp,	43
Oettel, Magnus	43
Weber, Berta	43
Groth, Christiane	43
San Miguel, Gonzalo	43
L'Huillier, Dominique	43
Mendelssohn, Robert von (1902-1995)	43
Barrison, Gertrude	43
Unbekannt (LA*)	43
Mayer, Johann Ludwig	43
Wehrhan, Fr.	43
Piaste, Leopold	43
Puech, Albert	43
Zedda, Bianca	43
Sachse, C. A. [ermittelt]	43
Marder, Jürgen	43
Schahl, Eleonore	43
Henke, Betty	43
Cestre, Gilbert	43
Sparrow, Gerald W. A.	43
Lauerma, Raimo	43
Gärtner, Marie [ermittelt]	43
Bernstein, Ludwig	43
Pistorius, Johann Gottlieb	43
Jansen, Christine	43
Bereska, Odette	43
Ysenburg und Büdingen, Marie zu	43
Port, Nikolaus	43
Schauer, Peter (1943-)	43
Kremhöller, Heinrich (1879-1953)	43
Kahn, Frederick E.	43
Ströbele-Koch, Margarete	43
Einwächter, Elisabeth	43
Niedermayer, Georg (1839-)	43
Hommel, Agathe	43
Lane, Herbert (1913-1976)	43
Barutçu, Lütfi	43
Pesenecker	43
Schröter, Heinrich August Christian	43
Peltz, Johann Gottfried	43
Ziegler, Johann Gottlieb	43
Grosse, Johann Christian	43
Löning, Johann Anton Clamor	43
Albrecht	42
Glaser	42
Wilhelm	42
Heine, ...	42
Winckler	42
Schumann, Clara	42
Siebenhaar, Johanna	42
Wessel, Harald	42
Donda, Arno	42
Mark, Hans	42
Auslender, Leonid	42
Nebe-Klemm, Gerdi	42
Kramer, Albert	42
Urban, Herbert	42
Güntz, Edmund (1810-1878)	42
Thaeter, Hermann	42
Lippmann, Lisbeth	42
Dittrich, Consuelo	42
Illig, Lisbeth	42
Souza-Brandão, V. de	42
Funk, Barbara (1922-2003)	42
Jedermann, Helene (1892-1978)	42
Gerstenkorn, Alfred	42
Vogel, Marie	42
Richter, F. S.	42
Schunack, C. A.	42
Mencken, Carl Otto	42
Ströch, Anneliese	42
Wilhelm, August Benedict	42
Banchieri, Gianfrancesco (1800-1882)	42
Lidzbarski, Mark	42
Leutholff, Heinrich Gottlieb	42
Wartensleben, Leopold Alexander von	42
Ebbinghaus, Carl (1872-1950)	42
Popp, Georg Friedrich	42
Kleest, Heinrich	42
Angoulvent, Paul (1899-1976)	42
Dionne, Jean Claude	42
Sonder, Richard A.	42
Wepler, Heinrich Ferdinand (1822-1892)	42
Port, Katharina	42
Mirgel, Balthasar	42
Böttcher, Paul	42
Sanchez, Herma de	42
Albrecht, Hans (1878-1944)	42
Prèvot, Hed	42
Senitza, Carola (1872-1950)	42
Wehner, Thomas	42
Barrett, L... G... R...	42
Baneth, Eduard (1855-1930)	42
Schaehle, Franz	42
Hermann, F. W. (Vizefeldwebel)	42
Scholer, Marika	42
Consentius, Carl August	42
Kalckberner	42
Neidhart, Johann Andreas	42
Haug, Katharina Wilhelmina	42
Francke, Gottfried	42
Gensichen, Christian (1707-1782)	42
Culemann, Esaias (1704-1768)	42
Sperschneider, Johann Georg Philipp	42
Lürken, Paul	42
Hausmann	41
Richter, Robert	41
Schott, ...	41
Scholz	41
Fischer, Rudolf	41
Uhlig	41
Schulte	41
Krug	41
Mendelsohn, Alexander	41
Hoppe, ...	41
Weiß, F.	41
Kolb, ...	41
Klenner, Annelies	41
Karrer, Friedel (1944-)	41
Otto, Carl	41
Brunner	41
Schubert, Christian (1922-1962)	41
Fritzsche, Anna	41
Schönert, Hede	41
Steiger, R. L.	41
Klemm, Albert	41
Lock, Nicolaus	41
Geller, Gertrud (-1959)	41
Morata, Elena	41
Fabricius, Friedrich	41
Wolfes, Grete	41
Chamisso, Pauline de	41
Greuser, Alfred	41
Goodson, Katherine	41
Maync, Wolf	41
Fiedler, Friedrich	41
Victor, Paul-Emile	41
Bruch, Guy	41
Fiedler, Gottlieb Friedrich (1782-)	41
Klepel, Emilie	41
Kranz, Lili	41
Marqua, Peter	41
Landwehr, Franz	41
Baumstark, Berthold (1843-1909)	41
Ettel, Peter	41
Zimmer, Hannelore	41
Rümmelein, Eugen (1906-)	41
Terfloth, Hertha (1880-1943)	41
Meyer, Clara (-1963)	41
Maylan, Charles	41
Lang (Familie)	41
Puchner, Friedrich Georg Emanuel	41
Schelhorn, Emma von (1876-1972)	41
Wolff, Alexander	41
Huhn, Willi	41
Lane, Sophie	41
Küstner, Johann Heinrich	41
Lange, Gottlieb August	41
Fesecke, Johann Samuel	41
Hörnigk, August	41
Gilardon, Andreas	41
Göring, Johann Friedrich	41
Piper, Johann Christoph	41
Fritsche, Carl Gottfried	41
Kalcher, Ruprecht	41
Posscholan, Magnus Christoph	41
Schwabe, C.	41
Lebeck, Heinrich Julius	41
Schulze, ...	40
Frank	40
Schäfer, Peter	40
Graf	40
Hagen, ...	40
Barth, G.	40
Haupt	40
Baudisch, Kurt	40
Kaemmel, Hanna	40
Meyer, Martin	40
Ott, Johann	40
Schulz, Georg (1911-1968)	40
Schulze, Sabine	40
Hlavácek, Emil	40
Maerker, Ulrich	40
Otto, R.	40
Klengel, Leonore (1889-1979)	40
Gute, Anita	40
Schubert, Luise	40
Otto, Irmgard (-2004)	40
Schöne, Bettina	40
Olivier, Ferdinand (-1856)	40
Wilhelm I.	40
Kürschner, Karl Ehrenfried	40
Helm, H. Julie	40
Fleischer, Clemens	40
Groß, G. Alfred	40
Hacke, ...	40
Kirchner, Carl	40
Schilling, M.	40
Becker, Juliane	40
Gassmann, Hans	40
Groot, Johannes de	40
Grohn, Ursel	40
Thuemen, Dominique von	40
Güssgen, Georg	40
Rosenstein, Immanuel	40
Röthig, Clara	40
Friderici, Johann Hermann	40
Hermes, Rudolf	40
Kopmann, Walter (1904-1991)	40
Karst, Roman	40
Fries, Caroline Louise	40
Schuster, Eva	40
Günthert, Armin W.	40
Friedrich (Hessen, Landgraf, II., reg.1760-1785)	40
Kerscher, Rudolf	40
Schultze, Hermann	40
Pickert, A.	40
Simony	40
Jackson, Greta	40
Laubenthal, Heinrich (1845-)	40
Fischer, George	40
Bock und Polach, Bruno von	40
Boos, Karola	40
Friedeberg, Heinrich (1819-1892)	40
Bauer-Peissenberg, Therese (1893-1968)	40
Angst, Melitta	40
Haug, Gerti	40
Lenhard, Hans	40
Saucken, Friedericke von (-1900)	40
Melchers, Leonard Hubert (1841-1900)	40
Wichelhausen, Peter	40
Hoernigk, Karl	40
Knorre, Johann Friedrich David	40
Grübel, Zacharias	40
Weiler, Ludwig Adam	40
Breithaupt, Elisabeth (-1763)	40
Lienen, J. von	40
Qvist, F.	40
Seyffert, F.	40
Jacobi, Christlieb Augustin	40
Greenwood, William John	40
